,id,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
6292,6292,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật y sinh),KDTVT
6293,6293,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Toán Tin),KTTD
6294,6294,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân ( Kỹ thuật hạt nhân),VVLKT
6295,6295,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Vật lý kỹ thuật),VVLKT
6296,6296,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Vật lý lý thuyết và Vật lý toán),VVLKT
6297,6297,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Công nghệ sinh học),VCNSHVTP
6298,6298,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Công nghệ thực phẩm),VCNSHVTP
6299,6299,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Công nghệ thực phẩm),VCNSHVTP
6300,6300,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Quản trị kinh doanh KH),KKTVQL
6301,6301,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Phân tích kinh doanh),KKTVQL
6302,6302,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật môi trường),VKHVCNMT
6303,6303,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Quản lý tài nguyên và môi trường),VKHVCNMT
6304,6304,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (KT Cơ khí động lực),VCKDL
6305,6305,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật điện),KD
6306,6306,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Điều khiển và Tự động hóa),KD
6307,6307,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Khoa học và Kỹ thuật vật liệu),KKHVCNVL
6308,6308,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Quản lý công nghiệp),KKTVQL
6309,6309,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Công nghệ May),KCNDMVTT
6310,6310,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Dệt),KCNDMVTT
6311,6311,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Nhiệt),VKHVCNNL
6312,6312,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Hàng không),VCKDL
6313,6313,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Ô tô),VCKDL
6314,6314,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật Ô tô),VCKDL
6315,6315,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ khí),KCK
6316,6316,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ điện tử),KCK
6317,6317,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Hóa học),KCNHH
6318,6318,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật in),KCNHH
6319,6319,,Introduction to the Major of Business Analytics,Nhận môn Phân tích kinh doanh,KKTVQL
6320,6320,,Unit Operations Laboratory II,Thí nghiệm Quá trình thiết bị II,KCNHH
6321,6321,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật hóa học),KCNHH
6322,6322,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Logistic và Quản lý chuỗi cung ứng),KKTVQL
6323,6323,,Introduction to the Major of Logistics and SCM,Nhập môn Logistics và Quản lý chuỗi cung ứng,KKTVQL
6324,6324,,Productivity Management in Service,Quản trị năng suất trong dịch vụ,KKTVQL
6325,6325,,Digital Productivity,Năng suất số,KKTVQL
6326,6326,,Academic Writing and Presentation,Academic Writing and Presentation,KKTVQL
6327,6327,,Energy Project Analysis and Management,Phân tích và Quản lý dự án năng lượng,KKTVQL
6328,6328,,Finite Element Method,Phương pháp phần tử hữu hạn,KCK
6329,6329,,Workshop Practicum,Thực tập xưởng,KCK
6330,6330,,Machining Process Planning Project,Đồ án công nghệ chế tạo máy,KCK
6331,6331,,Project of computational mechanics of materials and structures,Đồ án tính toán vật liệu và kết cấu,KCK
6332,6332,EM3500E,Managerial Accounting,Kế toán quản trị,KKTVQL
6333,6333,MSE1012,Materials Laboratory 1,Thí nghiệm vật liệu 1,KKHVCNVL
6334,6334,,Materials Desigh,Thiết kế vật liệu,KKHVCNVL
6335,6335,MI3131,Mathematics for Business and Commerce,Toán ứng dụng trong kinh doanh và thương mại,KKTVQL
6336,6336,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Cơ điện tử),KCK
6337,6337,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTN Cơ điện tử),KCK
6338,6338,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTN CNTT),KCNTT
6339,6339,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTN ĐKTĐ),KD
6340,6340,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT HTĐĐKTĐH),KD
6341,6341,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTN Điện tử truyền thông),KDTVT
6342,6342,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT ĐTVT),KDTVT
6343,6343,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT KHVL),KKHVCNVL
6344,6344,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTN Toán Tin),KTTD
6345,6345,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (CTTT Hệ thống điện),KD
6346,6346,,German 7,Tiếng Đức 7,TTNNHT
6347,6347,,Sensors and Instrumenttation,Kỹ thuật đo lường,KD
6348,6348,,Power System Stability,Ổn định hệ thống điện,KD
6349,6349,,Physical Chemistry,Hóa lý,KCNHH
6350,6350,CH3008=/CH3006=,Physical Chemistry Lab,Thí nghiệm Hóa lý,KCNHH
6351,6351,IT3040,Secure Programming,Kỹ thuật lập trình an toàn,KCNTT
6352,6352,IT4015,Applied Cryptography,Mật mã ứng dụng,KCNTT
6353,6353,IT4015,Information System Security,An toàn hệ thống,KCNTT
6354,6354,"IT1110, IT4015",Network Security,An ninh mạng,KCNTT
6355,6355,IT4015,Security and Risks Management,Quản trị an toàn thông tin và rủi ro,KCNTT
6356,6356,IT4263,System Protection Againts Network Attacks,Phòng chống tấn công mạng,KCNTT
6357,6357,IT3045,Development of Secure Web Applications,Phát triển hệ thống Web an toàn,KCNTT
6358,6358,IT3930,Project on System Security,Đồ án môn học (Thiết kế hệ thống ATTT),KCNTT
6359,6359,"IT4190,IT4263",Information System Security Assessment,Đánh giá kiểm định an toàn hệ thống thông tin,KCNTT
6360,6360,"IT4263,IT4025",Secure Electronic Transactions,An toàn trong giao dịch điện tử,KCNTT
6361,6361,IT4015,Basics of Digital Forensics,Cơ sở pháp lý số,KCNTT
6362,6362,IT4015,Detection of Software Security Vulnerabilities,Phát hiện lỗi và lỗ hổng bảo mật phần mềm,KCNTT
6363,6363,IT4015,Secure Software Engineering,Kỹ thuật phần mềm an toàn,KCNTT
6364,6364,"IT3030,IT3040",Malware Analysis,Phân tích mã độc,KCNTT
6365,6365,IT4263,Network Security Data Collection and Analysis,Thu thập và phân tích thông tin an ninh mạng,KCNTT
6366,6366,"IT3090,IT4015",Database Security,An toàn cơ sở dữ liệu,KCNTT
6367,6367,IT4015,Specialized topics of Information Security,Chuyên đề An toàn an ninh hệ thống,KCNTT
6368,6368,"IT3080,IT3070",Cloud computing,Điện toán đám mây,KCNTT
6369,6369,,Graduation Project,Đồ án tốt nghiệp kỹ sư (ATTT),KCNTT
6370,6370,,Practice of footwear and leather goods cutting and sewing,Thực hành cắt may sản phẩm da giầy,KCNDMVTT
6371,6371,,Footwear lasting-soling and finishing technology,Công nghệ gò ráp đế và hoàn tất giầy,KCNDMVTT
6372,6372,,LIFE 1,LIFE 1,KNN
6373,6373,,LIFE 2,LIFE 2,KNN
6374,6374,,LIFE 3,LIFE 3,KNN
6375,6375,,LIFE 4,LIFE 4,KNN
6376,6376,,Process Control in Chemical Technology,Điều khiển các quá trình công nghệ hóa học,KCNHH
6377,6377,,Communicational Science,Khoa học giao tiếp,KSPKT
6378,6378,,Non-coking metallurgical processes,Công nghệ luyện kim phi cốc,KKHVCNVL
6379,6379,,Professional basic experiments,Thí nghiệm cơ sở chuyên ngành,KCNHH
6380,6380,,Course Project on Heat Treament Equipments and Workshop Designing,Đồ án thiết kế xưởng nhiệt luyện,KKHVCNVL
6381,6381,,Selection and Design of Materials,"Vật liệu kỹ thuật, lựa chọn và sử dụng",KKHVCNVL
6382,6382,,Training in factory,Thực tập kỹ thuật,KKHVCNVL
6383,6383,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,KKHVCNVL
6384,6384,,Alloy Steel Refining,Luyện thép hợp kim,KKHVCNVL
6385,6385,,Steel Casting Technology,Công nghệ đúc phôi thép,KKHVCNVL
6386,6386,,Academic Project on Iron and Steel,Đồ án công nghệ gang thép,KKHVCNVL
6387,6387,,"BOF, EAF Steelmaking Technique","Công nghệ luyện thép lò điện, lò thổi",KKHVCNVL
6388,6388,,Special Topics in Ferrous Metallurgy,Chuyên đề luyện Gang thép,KKHVCNVL
6389,6389,,Infomatics Application in Iron and Steelmaking,Ứng dụng tin học trong công nghệ gang thép,KKHVCNVL
6390,6390,,Composite materials,Vật liệu Compozit,KKHVCNVL
6391,6391,,Metallurgy of Light Non-ferrous Metals,Luyện kim loại màu nhẹ,KKHVCNVL
6392,6392,,Powder Metallurgy and Composite Science,Luyện kim bột và compozit,KKHVCNVL
6393,6393,,Kinetic of Metallurgical Reactions,Động học các phản ứng luyện kim,KKHVCNVL
6394,6394,,Technological Design of Recovering Heavy non-ferrous Metals,Đồ án thiết kế và tổng hợp vật liệu bằng phương pháp luyện kim bột,KKHVCNVL
6395,6395,,Electrical engineering materials,Vật liệu kỹ thuật điện,KKHVCNVL
6396,6396,,Noble and Rare Earth Metals Metalluargy,Luyện kim loại quý hiếm,KKHVCNVL
6397,6397,,Infomatics Application in Non-ferrous Metallurgy,Ứng dụng tin học trong luyện kim màu,KKHVCNVL
6398,6398,,Non-ferrous Metals and alloys Recycle,Tái sinh kim loại màu & hợp kim,KKHVCNVL
6399,6399,,Composition Analysis of Metal Alloys,Các phương pháp phân tích kim loại,KKHVCNVL
6400,6400,,Metallurgy of Cast Alloys,Kỹ thuật nấu luyện hợp kim đúc,KKHVCNVL
6401,6401,,Shaped Rolling Mill,Thiết bị cán thép hình,KKHVCNVL
6402,6402,,Rolling Technology for Tube Product,Công nghệ cán ống,KKHVCNVL
6403,6403,,Rolling Technology for Plates Products,Công nghệ cán tấm,KKHVCNVL
6404,6404,,Design for a Factory,Thiết kế xưởng cán,KKHVCNVL
6405,6405,,Automatic Control Shaped Rolling Process,Tự động hóa quá trình cán hình,KKHVCNVL
6406,6406,,Language Theory and Interpretation,Lý thuyết ngôn ngữ và phương pháp dịch,KCNTT
6407,6407,,Toeic Advanced 1,Toeic NC1,KNN
6408,6408,,Toeic Advanced 2,Toeic NC2,KNN
6409,6409,,Toeic Advanced 3,Toeic NC3,KNN
6410,6410,,Toeic Advanced 4,Toeic NC4,KNN
6411,6411,,English 6,Tiếng anh 6,KNN
6412,6412,,Material for footwear and leather goods,Vật liệu da giầy,KCNDMVTT
6413,6413,,English for Footwear and Leather Goods,Tiếng anh chuyên ngành da giầy,KCNDMVTT
6414,6414,,Japanese 7,Tiếng Nhật 7,KCNTT
6415,6415,,Japanese 8,Tiếng Nhật 8,KCNTT
6416,6416,,IT Japanese 1,Tiếng Nhật chuyên ngành 1,KCNTT
6417,6417,,IT Japanese 2,Tiếng Nhật chuyên ngành 2,KCNTT
6418,6418,,IT Japanese 3,Tiếng Nhật chuyên ngành 3,KCNTT
6419,6419,,Heat transfer for environmental engineering,Truyền nhiệt trong CNMT,VKHVCNMT
6420,6420,"CH1010,(CH3306/CH3316),CH3225,CH3070",Environmental Chemistry,Hóa học môi trường,VKHVCNMT
6421,6421,,Water Treatment Engineering,Kỹ thuật xử lý nước cấp,VKHVCNMT
6422,6422,,Modeling and Numerical Simulation of Forming Process,Nhập môn mô hình hóa và mô phỏng quá trình công nghệ cán,KKHVCNVL
6423,6423,,Bimetal Rolling,Công nghệ cán kim loại kép,KKHVCNVL
6424,6424,,Metal Drawing Technology,Công nghệ kéo kim loại,KKHVCNVL
6425,6425,,Metal Paper Rolling,Công nghệ cán giấy kim loại,KKHVCNVL
6426,6426,,Metal Extrusion Technology,Công nghệ ép chảy kim loại,KKHVCNVL
6427,6427,,Methods for Forging and Stamping,Các phương pháp gia công áp lực,KKHVCNVL
6428,6428,,Deformation of Powder Metal,Biến dạng tạo hình vật liệu bột,KKHVCNVL
6429,6429,,Structural Analysis and Characterization,Các phương pháp phân tích tổ chức và cấu trúc,KKHVCNVL
6430,6430,,Nonferrous alloys,Kim loại và hợp kim phi sắt,KKHVCNVL
6431,6431,,Ferrous Alloys,Hợp kim trên cơ sở sắt,KKHVCNVL
6432,6432,,Metrology and Data Analysis,Đo lường & xử lý số liệu thực nghiệm,KKHVCNVL
6433,6433,,Modeling in Heat and Surface Treatment Process,"Ứng dụng tin học trong Vật liệu học, xử lý nhiệt và bề mặt",KKHVCNVL
6434,6434,,Thermodynamics in Heat and Surface Treatment,Nhiệt động học trong nhiệt luyện và xử lý bề mặt,KKHVCNVL
6435,6435,,Non-destructive Testing Methods,Các phương pháp kiểm tra không phá hủy,KKHVCNVL
6436,6436,,CAD/CAM,Kỹ thuật CAD/CAM (BTL),KCK
6437,6437,,Graduation Practicum,Thực tập cuối khóa,KDTVT
6438,6438,,Graduation Project,Đồ án tốt nghiệp kỹ sư,KDTVT
6439,6439,,Java Programming,Lập trình Java,KDTVT
6440,6440,"EV3114,EV3221,(EV3117/EV3113),(EV4141/EV4112)",Experiment on waste treatment technology II,TN xử lý chất thải 2,VKHVCNMT
6441,6441,,Pyrometallurgical Processes,Hỏa luyện,KKHVCNVL
6442,6442,,Heat Treatment Technologies and Equipments,Công nghệ & thiết bị nhiệt luyện,KKHVCNVL
6443,6443,,Surface Treatment Engineering I,Công nghệ xử lý bề mặt I,KKHVCNVL
6444,6444,,Japanese 5,Tiếng Nhật 5,KCNTT
6445,6445,,Environmental Engineering,Kỹ thuật xử lý phát thải,VKHVCNNL
6446,6446,,Graduation Project,Đồ án tốt nghiệp (KSTN ĐTVT K55),KDTVT
6447,6447,,Engineering Mechanics 3,Cơ học kỹ thuật 3,KCK
6448,6448,,Fundamentals of Machine Design 2,Cơ sở thiết kế máy 2,KCK
6449,6449,,Refractories in metallurgy,Vật liệu chịu lửa trong luyện kim,KKHVCNVL
6450,6450,,Modeling and controling metallurgical processes,Mô hình hóa và điều khiển quá trình luyện kim,KKHVCNVL
6451,6451,,Engineering Mechanics II,Cơ học kỹ thuật II,KCK
6452,6452,,Project in Mechatronic System Design II,Đồ án thiết kế hệ thống Cơ ĐT 2,KCK
6453,6453,,Recycled materials,Tái sinh vật liệu,KKHVCNVL
6454,6454,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
6455,6455,,Graduation Project,Đồ án tốt nghiệp kỹ sư (KTGT),KKHVCNVL
6456,6456,,Steelmaking in electric arc furnace,Kỹ thuật luyện thép lò điện,KKHVCNVL
6457,6457,,Hydraulics for environmental engineering,Thủy lực trong CNMT,VKHVCNMT
6458,6458,,Shoe manufacturing equipment,Thiết bị da giầy,KCNDMVTT
6459,6459,,Technology Design of Footwear Production,Thiết kế công nghệ quá trình sản xuất giầy,KCNDMVTT
6460,6460,,Design of shoe manufacturing line,Thiết kế dây chuyền sản xuất giầy,KCNDMVTT
6461,6461,,Practice of Footwear Technology,Thực hành công nghệ sản xuất giầy,KCNDMVTT
6462,6462,,Engineering Practicum,Thực tập kỹ thuật,KCNDMVTT
6463,6463,,Graduation Project,Đồ án tốt nghiệp,KCNDMVTT
6464,6464,,Professions Psychology,Tâm lí học nghề nghiệp,KSPKT
6465,6465,,Assessment and Accreditation in Educational Quality,Đánh giá và kiểm định chất lượng giáo dục,KSPKT
6466,6466,,English 7,Tiếng anh 7,KNN
6467,6467,,Chemistry 1,Hóa học 1,KCNHH
6468,6468,,Discrete Mathematics,Toán rời rạc,KCNTT
6469,6469,,Project (Programing),Đồ án lập trình,KCNTT
6470,6470,,Industry Internship,Thực tập doanh nghiệp,KCNTT
6471,6471,,System Analysis and Design,Phân tích thiết kế hệ thống,KCNTT
6472,6472,,Geographic Information Systems,Hệ thống thông tin địa lý,KCNTT
6473,6473,,Artificial Intelligence,Trí tuệ nhân tạo,KCNTT
6474,6474,,Information System Development Project,Đồ án các công nghệ xây dựng hệ thống thông tin,KCNTT
6475,6475,,Network and Data Communication,Mạng số và truyền dữ liệu,KCNTT
6476,6476,,IT Project Management,Quản trị dự án CNTT,KCNTT
6477,6477,,Big Data Analysis and Storage,Lưu trữ và phân tích dữ liệu lớn,KCNTT
6478,6478,,Secure electronic transactions,An toàn trong giao dịch điện tử,KCNTT
6479,6479,,Graduation Project,Đồ án tốt nghiệp,KCNTT
6480,6480,,Discrete Mathematics,Toán rời rạc,VDTLT
6481,6481,,Operating Systems,Hệ điều hành,VDTLT
6482,6482,,Linux and Open Source Software,LINUX và phần mềm nguồn mở,VDTLT
6483,6483,,Analog and Digital Electronics,Kỹ thuật điện tử tương tự và số,VDTLT
6484,6484,,Programming Techniques,Kỹ thuật lập trình,VDTLT
6485,6485,,Introduction to Theory of Computation,Nhập môn lý thuyết tính toán,VDTLT
6486,6486,,Biomedical Optics,Quang h?c y sinh,KDTVT
6487,6487,EE2021/EE2020,Power Supply Systems,Hệ thống cung cấp điện,KD
6488,6488,,Hygiene and ecology of footwear and leather goods,Vệ sinh sinh thái sản phẩm da giầy,KCNDMVTT
