,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số
6124,6124,CH5718,Vật liệu bao bì,2(2-1-0-4),2,3,0.7
6125,6125,CH5719,Các qui định về bao bì,2(2-1-0-4),2,3,0.7
6126,6126,CH5720,Bao bì thực phẩm - y tế,2(2-1-0-4),2,3,0.7
6127,6127,CH5723,Kiểm soát chất lượng bao bì,2(2-1-0-4),2,3,0.7
6128,6128,CH5724,TN kiểm soát chất lượng bao bì,1(0-0-2-2),1,3,0.7
6129,6129,CH5725,Tính bền vững và môi trường trong CN bao bì,2(2-1-0-4),2,3,0.7
6130,6130,CH5726,ĐA thiết kế SP và dây chuyền SX bao bì,3(0-6-0-6),3,6,0.5
6131,6131,CH5721,Kỹ thuật pha màu,2(2-1-0-4),2,3,0.7
6132,6132,CH5722,TN pha màu,1(0-0-2-2),1,3,0.7
6133,6133,CH5729,Kỹ thuật sản xuất mực in,2(2-1-0-4),2,3,0.7
6134,6134,CH5730,Vật liệu in bảo mật,2(2-1-0-4),2,3,0.7
6135,6135,CH5731,Tự động hóa trong máy in,2(2-1-0-4),2,3,0.7
6136,6136,CH5732,Kỹ thuật in trên vật liệu đặc biệt,2(2-1-0-4),2,3,0.7
6137,6137,CH5717,Chuyên đề 1,1(2-0-0-2),1,2,0.7
6138,6138,CH5728,Chuyên đề 2,1(2-0-0-2),1,2,0.7
6139,6139,CH5850,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
6140,6140,CH5950,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
6141,6141,ET4750,Kỹ thuật lập trình nội dung số,2(2-1-0-4),2,3,0.7
6142,6142,MI5052,Mô hình mô phỏng,2(2-1-0-4),2,3,0.7
6143,6143,MI5142,Cơ sở dữ liệu nâng cao,2(2-1-0-4),2,3,0.7
6144,6144,MI5062,Trí tuệ nhân tạo,2(2-1-0-4),2,3,0.7
6145,6145,MI5054,Đồ án thiết kế,3(0-0-6-6),3,6,0.5
6146,6146,MI5150,Lý thuyết nhận dạng,3(3-1-0-6),3,4,0.7
6147,6147,MI5122,Hệ động lực và ứng dụng,3(3-1-0-6),3,4,0.7
6148,6148,MI5132,Phương pháp số hiện đại,3(2-2-0-6),3,4,0.7
6149,6149,MI5120,Xử lý ảnh số,3(2-2-0-6),3,4,0.7
6150,6150,MI5310,Phép biến đổi tích phân kiểu tích chập và ứng dụng,3(2-2-0-6),3,4,0.7
6151,6151,MI5130,Đại số ứng dụng,3(2-2-0-6),3,4,0.7
6152,6152,MI5140,Khai phá dữ liệu,3(2-2-0-6),3,4,0.7
6153,6153,MI5012,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
6154,6154,MI5910,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
6155,6155,ET4571,Xử lý tín hiệu y sinh số,2(2-0-1-4),2,3.5,0.7
6156,6156,EM3511Q,Lý thuyết tài chính tiền tệ/ L’introduction au finance et à la monnaie,2(2-1-0-4),2,3,0.7
6157,6157,EM3001Q,Thực tập kinh tế/ Stage économie (4 semaines),2(0-0-4-8),2,4,1
6158,6158,CH5209,An toàn nhà máy lọc hóa dầu,2(2-1-0-4),2,3,0.7
6159,6159,CH5611,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,0.7
6160,6160,CH5613,Thí nghiệm chuyên ngành hóa dược II,2(0-0-4-4),2,6,0.7
6161,6161,CH5614,Đồ án chuyên ngành Hóa dược,3(0-0-6-6),3,6,0.5
6162,6162,CH5262,Kỹ thuật vật liệu cao su,2(2-1-0-4),2,3,0.7
6163,6163,CH5263,Polyme phân huỷ sinh học,2(2-1-0-4),2,3,0.7
6164,6164,IT4435Q,Thương mại điện tử,2(2-1-0-5),2,3,0.6
6165,6165,IT4125,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
6166,6166,IT4124,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
6167,6167,IT4125E,Bachelor Thesis,6(0-0-12-12),6,15,0.5
6168,6168,JP2126,Tiếng Nhật 5,2(0-4-0-4),2,4,0.7
6169,6169,JP2132,Tiếng Nhật 6,2(0-4-0-4),2,4,0.7
6170,6170,TE4241,Động lực học ô tô cơ bản,2(2-1-0-4),2,3,0.7
6171,6171,TE5201,Ứng dụng máy tính trong kỹ thuật ô tô,3(2-2-0-6),3,4,0.7
6172,6172,TE5211,Cơ điện tử ô tô cơ bản,2(2-0-1-4),2,3.5,0.7
6173,6173,TE5221,Thí nghiệm ô tô,3(3-0-1-6),3,9,0.7
6174,6174,TE5241,Đồ án chuyên ngành ô tô 1,2(0-3-1-4),2,4,0.7
6175,6175,TE5032,Ô tô và ô nhiễm môi trường,2(2-1-0-4),2,3,0.7
6176,6176,TE5110,Hệ thống điều khiển động cơ ô tô,3(3-1-0-6),3,4,0.7
6177,6177,TE5061,Đồ án chuyên ngành ô tô 2,2(0-3-1-4),2,4,0.7
6178,6178,TE4581,Mạch thủy lực ứng dụng,2(2-1-0-4),2,3,0.7
6179,6179,TE4541,Đồ án chuyên ngành I,2(0-3-1-4),2,4,0.5
6180,6180,TE4551,Đồ án chuyên ngành II,2(0-3-1-4),2,4,0.5
6181,6181,TE5242,Chuyên đề ô tô 1,2(1-2-1-4),2,4.5,0.7
6182,6182,TE5222,Truyền lực ô tô,2(2-0-0-4),2,2,0.7
6183,6183,TE4222,Quản lý sản xuất ô tô,3(3-0-0-6),3,3,0.7
6184,6184,TE5062,Chuyên đề ô tô 2,2(1-2-1-4),2,4.5,0.7
6185,6185,TE5130,Năng lượng tái tạo và quản lý,2(2-0-0-4),2,2,0.7
6186,6186,TE5120,Thiết kế và mô phỏng các nguồn động lực trên ô tô,3(3-1-0-6),3,4,0.7
6187,6187,TE5011,Thực tập kỹ sư (Ô tô 1),3(0-0-6-12),3,7.5,0.5
6188,6188,TE5012,Thực tập kỹ sư (Ô tô 2),3(0-0-6-12),3,7.5,0.5
6189,6189,TE5013,Thực tập kỹ sư (MTK),3(0-0-6-12),3,7.5,0.5
6190,6190,TE5140,Công nghệ sản xuất và lắp ráp ô tô,2(2-1-0-4),2,3,0.7
6191,6191,TE4582,Thiết kế và mô phỏng máy thủy khí trên máy tính,2(2-1-0-4),2,3,0.7
6192,6192,TE5981,Đồ án kỹ sư (Ô tô 1),9(0-0-18-36),9,22.5,0.5
6193,6193,TE5982,Đồ án kỹ sư (Ô tô 2),9(0-0-18-36),9,22.5,0.5
6194,6194,TE5983,Đồ án kỹ sư (MTK),9(0-0-18-36),9,22.5,0.5
6195,6195,TE4612,Sức bền tàu thủy,2(2-1-0-4),2,3,0.7
6196,6196,TE4614,Hệ thống điều khiển chuyển động tàu thủy và phương tiện nổi,2(2-1-0-4),2,3,0.7
6197,6197,TE4616,Thiết bị đẩy tàu thủy,2(2-1-0-4),2,3,0.7
6198,6198,TE5618,Thiết kế tàu thông dụng,2(2-1-0-4),2,3,0.7
6199,6199,TE5753,Kỹ thuật mô phỏng số trong Kỹ thuật tàu thủy,3(3-1-0-6),3,4,0.7
6200,6200,TE5720,Động lực học tàu thủy,2(2-1-0-4),2,3,0.7
6201,6201,TE5740,Thiết kế tàu cao tốc,2(2-1-0-4),2,3,0.7
6202,6202,TE5750,Mô hình hóa và mô phỏng các hệ thống động lực,2(2-1-0-4),2,3,0.7
6203,6203,TE4728,Chuyên đề nghiên cứu tàu thủy,2(2-1-0-4),2,3,0.7
6204,6204,IT4818,Phân tích nghiệp vụ thông minh,2(2-1-0-4),2,3,0.7
6205,6205,IT5419,Tích hợp Hệ thống thông tin,3(3-1-0-6),3,4,0.6
6206,6206,IT5420,Tích hợp dữ liệu,3(3-1-0-6),3,4,0.6
6207,6207,IT4235,Thị giác máy tính,2(2-1-0-4),2,3,0.7
6208,6208,IT5005,Đồ án thiết kế Hệ thống thông tin,3(0-0-6-12),3,6,0.5
6209,6209,IT5310,Các công nghệ truyền thông cho IoT,3(2-2-0-6),3,4,0.7
6210,6210,IT5320,An toàn thông tin cho IoT,2(2-1-0-4),2,3,0.7
6211,6211,IT5390,Web ngữ nghĩa,3(3-1-0-6),3,4,0.6
6212,6212,IT5409,Thị giác máy tính,3(3-1-0-6),3,4,0.6
6213,6213,TE4542,Đồ án thiết kế Máy thể tích,3(0-6-0-6),3,6,0.5
6214,6214,TE4552,Đồ án thiết kế Máy cánh dẫn,3(0-6-0-6),3,6,0.5
6215,6215,TE5626,Sức cản phương tiện thủy,2(2-1-0-4),2,3,0.7
6216,6216,TE5651,Ứng dụng tin học trong phân tích và thiết kế kết cấu,2(2-1-0-4),2,3,0.7
6217,6217,TE4729,Chuyên đề nghiên cứu,3(2-2-0-4),3,4,0.7
6218,6218,TE5624,Hệ thống điều khiển thông minh cho phương tiện thủy,2(2-1-0-4),2,3,0.7
6219,6219,TE4716,Hệ thống động lực phương tiện thủy,3(3-1-0-6),3,4,0.7
6220,6220,TE5718,Thiết kế phương tiện thủy thông dụng,2(2-1-0-4),2,3,0.7
6221,6221,TE4740,Đồ án thiết kế,3(0-6-0-6),3,6,0.5
6222,6222,TE4712,Sức bền phương tiện thủy,2(2-1-0-4),2,3,0.7
6223,6223,TE5627,Thiết kế phương tiện thủy nâng cao,2(2-1-0-4),2,3,0.7
6224,6224,TE5622,Phương tiện thủy không người lái: lý thuyết và ứng dụng,2(2-1-0-4),2,3,0.7
6225,6225,TE5752,Kỹ thuật mô phỏng số trong Cơ khí động lực,3(3-1-0-6),3,4,0.7
6226,6226,TE5730,Thủy động lực học phương tiện thủy,3(3-1-0-6),3,4,0.7
6227,6227,TE4730,Vẽ kỹ thuật phương tiện thủy,2(2-1-0-4),2,3,0.7
6228,6228,TE5628,Thủy khí động lực học,2(2-1-0-4),2,3,0.7
6229,6229,TE5705,Thực tập kỹ sư (TT),3(0-0-6-12),3,7.5,0.5
6230,6230,TE5701,Đồ án kỹ sư (TT),9(0-0-18-36),9,22.5,0.5
6231,6231,CH5208,Thiết bị nhà máy lọc hóa dầu,3(3-1-0-6),3,4,0.7
6232,6232,CH5210,Mô phỏng nhà máy lọc hóa dầu,2(2-0-1-4),2,3.5,0.7
6233,6233,CH5211,Thí nghiệm chuyên ngành Hóa dầu II,2(0-0-4-4),2,6,0.7
6234,6234,CH5212,Đồ án chuyên ngành Hóa dầu,3(0-0-6-6),3,6,0.5
6235,6235,CH5810,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5
6236,6236,FL1109,Tiếng Anh 3,2(0-2-2-4),0,5,0.7
6237,6237,ME2112Q,Cơ học kỹ thuật I,2(2-1-0-4),2,3,0.7
6238,6238,FL1110,Tiếng Anh 4,2(0-2-2-4),0,5,0.7
6239,6239,ME2203Q,Nguyên lý máy,2(2-0-1-4),2,3.5,0.6
6240,6240,FL1111,Tiếng Anh 5,2(0-2-2-4),0,5,0.7
6241,6241,EE3020E,Mạch tuyến tính II,3(3-1-0-6),3,4,0.7
6242,6242,EE3023E,Thí nghiệm mạch tuyến tính I,1(0-0-2-2),1,3,0.7
6243,6243,EE3500E,Hệ thống điều khiển công nghiệp,2(2-0-1-4),2,3.5,0.7
6244,6244,EE2000E,Tín hiệu và hệ thống,4(3-1-1-6),4,5.5,0.7
6245,6245,EE3010E,Mạch tuyến tính I,3(3-1-0-6),3,4,0.7
6246,6246,ET4280E,Thông tin số II,3(3-0-1-6),3,4.5,0.7
6247,6247,EE4122E,Phân tích Hệ thống điện,2(2-0-0-4),2,2,0.7
6248,6248,CH3452E,Mô phỏng và khái niệm thiết kế,3(3-1-0-6),3,4,0.7
6249,6249,CH4827E,Hóa hợp chất thiên nhiên,3(3-0-0-6),3,3,0.7
6250,6250,CH4516E,Seminar,3(2-2-0-6),3,4,0.7
6251,6251,CH4517E,Tương quan giữa cấu trúc và hoạt tính,3(3-1-0-6),3,4,0.7
6252,6252,CH5606E,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,0.7
6253,6253,CH4492E,Hoá dược I,2(2-1-0-4),2,3,0.7
6254,6254,CH4484E,Tổng hợp hóa dược nâng cao,3(3-1-0-6),3,4,0.7
6255,6255,CH4496E,Hoá dược II,2(2-1-0-4),2,3,0.7
6256,6256,CH4500E,Thí nghiệm hóa dược I,2(0-0-4-4),2,6,0.7
6257,6257,CH4502E,Đồ án nghiên cứu,2(0-0-4-4),2,4,0.7
6258,6258,CH3853E,Nghiên cứu và phát triển thuốc,2(2-1-0-4),2,3,0.7
6259,6259,CH4501E,Thí nghiệm hoá dược II,2(0-0-4-4),2,6,0.7
6260,6260,BF4661E,Quản lý chất lượng trong công nghiệp dược phẩm và thực phẩm,2(2-0-0-4),2,2,0.7
6261,6261,CH4833E,Hương liệu và mỹ phẩm,2(2-1-0-4),2,3,0.7
6262,6262,CH3900E,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5
6263,6263,CH4900E,Đồ án tốt nghiệp Cử nhân,6(0-0-12-24),6,15,0.5
6264,6264,BF3534E,Kỹ thuật đo lường và lý thuyết ĐKTĐ trong CNTP,3(3-0-1-6),3,4.5,0.7
6265,6265,BF3508E,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.5
6266,6266,BF3509E,Vi sinh vật đại cương,3(3-0-0-6),3,3,0.7
6267,6267,BF3501E,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.5
6268,6268,BF3522E,Vật lý học thực phẩm,2(2-0-0-4),2,2,0.7
6269,6269,BF3524E,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,0.7
6270,6270,BF3514E,Dinh dưỡng,2(2-0-0-4),2,2,0.7
6271,6271,BF3515E,An toàn thực phẩm,2(2-0-0-4),2,2,0.7
6272,6272,BF4511E,Enzym trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7
6273,6273,BF4512E,Bao bì thực phẩm,2(2-0-0-4),2,2,0.7
6274,6274,BF4559E,Vi sinh vật thực phẩm và bảo quản sau thu hoạch,3(3-0-0-6),3,3,0.7
6275,6275,BF4506E,Quản lý chất thải trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7
6276,6276,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,2(1-0-2-4),2,4,0.7
6277,6277,BF4561E,Phân tích nhanh thực phẩm,3(2-0-2-4),3,5,0.7
6278,6278,BF4562E,Hệ thống quản lý chất lượng TP,2(2-0-0-4),2,2,0.7
6279,6279,BF4526E,Marketing thực phẩm,2(2-0-0-4),2,2,0.7
6280,6280,BF4598E,Đồ án CNTP,2(0-1-3-4),2,4,0.7
6281,6281,BF4988E,Thực tập kỹ thuật,2(0-1-4-4),2,4,0.5
6282,6282,BF4998E,Đồ án tốt nghiệp,6(0-0-12-24),6,15,0.5
6283,6283,ME5497,Công nghệ cán kéo,2(2-1-0-4),2,3,0.7
6284,6284,ME4219,Tự động hóa quá trình hàn,3(3-1-0-6),3,4,0.7
6285,6285,HE4304,Đồ án thiết kế HT và TB nhiệt,3(0-0-6-6),3,6,0.5
6286,6286,HE4306,Đồ án thiết kế HT lạnh/ĐHKK,3(0-0-6-6),3,6,0.5
6287,6287,CH5372,Các phương pháp phân tích đặc tính vật liệu,2(2-1-0-4),2,3,0.7
6288,6288,IT4998,Đồ án nghiên cứu Cử nhân (Khoa học máy tính),8(0-0-16-32),8,20,0.5
6289,6289,IT4999,Đồ án nghiên cứu Cử nhân (Kỹ thuật máy tính),8(0-0-16-32),8,20,0.5
6290,6290,IT4998E,Đồ án nghiên cứu Cử nhân (Khoa học dữ liệu và Trí tuệ nhân tạo),8(0-0-16-32),8,20,0.5
6291,6291,ET4920,Đồ án nghiên cứu Cử nhân (KT Điện tử - Viễn thông),8(0-0-16-32),8,20,0.5
6292,6292,ET4920E,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật y sinh),8(0-0-16-32),8,20,0.5
6293,6293,MI4901,Đồ án nghiên cứu Cử nhân (Toán Tin),8(0-0-16-32),8,20,0.5
6294,6294,NE4009,Đồ án nghiên cứu Cử nhân ( Kỹ thuật hạt nhân),8(0-0-16-32),8,20,0.5
6295,6295,PH4009,Đồ án nghiên cứu Cử nhân (Vật lý kỹ thuật),8(0-0-16-32),8,20,0.5
6296,6296,PH4019,Đồ án nghiên cứu Cử nhân (Vật lý lý thuyết và Vật lý toán),8(0-0-16-32),8,20,0.5
6297,6297,BF4792,Đồ án nghiên cứu Cử nhân (Kỹ thuật sinh học),8(0-0-16-32),8,20,0.5
6298,6298,BF4992,Đồ án nghiên cứu Cử nhân (Kỹ thuật thực phẩm),8(0-0-16-32),8,20,0.5
6299,6299,BF4992E,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật thực phẩm),8(0-0-16-32),8,20,0.5
6300,6300,EM4353,Đồ án nghiên cứu Cử nhân (Quản trị kinh doanh KH),8(0-0-16-32),8,20,0.5
6301,6301,EM4353E,Đồ án nghiên cứu Cử nhân (CTTT Phân tích kinh doanh),8(0-0-16-32),8,20,0.5
6302,6302,EV4902,Đồ án nghiên cứu Cử nhân (Kỹ thuật môi trường),8(0-0-16-32),8,20,0.5
6303,6303,EV4903,Đồ án nghiên cứu Cử nhân (Quản lý tài nguyên và môi trường),8(0-0-16-32),8,20,0.5
6304,6304,TE4997,Đồ án nghiên cứu Cử nhân (KT Cơ khí động lực),8(0-0-16-32),8,20,0.5
6305,6305,EE4920,Đồ án nghiên cứu Cử nhân (Kỹ thuật điện),8(0-0-16-32),8,20,0.5
6306,6306,EE4921,Đồ án nghiên cứu Cử nhân (Kỹ thuật Điều khiển và Tự động hóa),8(0-0-16-32),8,20,0.5
6307,6307,MSE4989,Đồ án nghiên cứu Cử nhân (Kỹ thuật vật liệu),8(0-0-16-32),8,20,0.5
6308,6308,EM4652,Đồ án nghiên cứu Cử nhân (Quản lý công nghiệp),8(0-0-16-32),8,20,0.5
6309,6309,TEX4962,Đồ án nghiên cứu Cử nhân (Công nghệ May),8(0-0-16-32),8,20,0.5
6310,6310,TEX4961,Đồ án nghiên cứu Cử nhân (Kỹ thuật Dệt),8(0-0-16-32),8,20,0.5
6311,6311,HE4490,Đồ án nghiên cứu Cử nhân (Kỹ thuật Nhiệt),8(0-0-16-32),8,20,0.5
6312,6312,TE4996,Đồ án nghiên cứu Cử nhân (Kỹ thuật Hàng không),8(0-0-16-32),8,20,0.5
6313,6313,TE4992,Đồ án nghiên cứu Cử nhân (Kỹ thuật Ô tô),8(0-0-16-32),8,20,0.5
6314,6314,TE4992E,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật Ô tô),8(0-0-16-32),8,20,0.5
6315,6315,ME4994,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ khí),8(0-0-16-32),8,20,0.5
6316,6316,ME4995,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ điện tử),8(0-0-16-32),8,20,0.5
6317,6317,CH4903,Đồ án nghiên cứu Cử nhân (Hóa học),8(0-0-16-32),8,20,0.5
6318,6318,CH4905,Đồ án nghiên cứu Cử nhân (Kỹ thuật in),8(0-0-16-32),8,20,0.5
6319,6319,EM1800,Nhận môn Phân tích kinh doanh,2(1-2-0-4),2,3,0.7
6320,6320,CH3490E,Thí nghiệm Quá trình thiết bị II,1(0-0-2-2),1,3,0.7
6321,6321,CH4904,Đồ án nghiên cứu Cử nhân (Kỹ thuật hóa học),8(0-0-16-32),8,20,0.5
6322,6322,EM4452E,Đồ án nghiên cứu Cử nhân (Logistic và Quản lý chuỗi cung ứng),8(0-0-16-32),8,20,0.5
6323,6323,EM1410,Nhập môn Logistics và Quản lý chuỗi cung ứng,2(1-2-0-4),2,3,0.7
6324,6324,EM4402,Quản trị năng suất trong dịch vụ,3(3-1-0-6),3,4,0.6
6325,6325,EM4403,Năng suất số,3(3-1-0-6),3,4,0.6
6326,6326,EM1322,Academic Writing and Presentation,3(2-2-0-6),3,4,0.6
6327,6327,EM3614,Phân tích và Quản lý dự án năng lượng,3(3-1-0-6),3,4,0.6
6328,6328,ME4181Q,Phương pháp phần tử hữu hạn,2(2-1-0-4),2,3,0.7
6329,6329,ME4604Q,Thực tập xưởng,2(2-1-0-4),2,4,0.7
6330,6330,ME5181,Đồ án công nghệ chế tạo máy,3(0-0-6-6),3,6,0.7
6331,6331,ME5815,Đồ án tính toán vật liệu và kết cấu,3(0-0-6-6),3,6,0.7
6332,6332,EM4716E,Kế toán quản trị,3(2-2-0-60,3,4,0.6
6333,6333,MSE3317,Thí nghiệm vật liệu 1,2(2-0-0-4),2,2,0.7
6334,6334,MSE4405,Thiết kế vật liệu,2(2-0-0-4),2,2,0.7
6335,6335,EM2131,Toán ứng dụng trong kinh doanh và thương mại,3(3-1-0-6),3,4,0.7
6336,6336,ME4995E,Đồ án nghiên cứu Cử nhân (CTTT Cơ điện tử),8(0-0-16-32),8,20,0.5
6337,6337,ME4996,Đồ án nghiên cứu Cử nhân (CTTN Cơ điện tử),8(0-0-16-32),8,20,0.5
6338,6338,IT4993,Đồ án nghiên cứu Cử nhân (CTTN CNTT),8(0-0-16-32),8,20,0.5
6339,6339,EE4922,Đồ án nghiên cứu Cử nhân (CTTN ĐKTĐ),8(0-0-16-32),8,20,0.5
6340,6340,EE4920E,Đồ án nghiên cứu Cử nhân (CTTT Hệ thống điện),8(0-0-16-32),8,20,0.5
6341,6341,ET4922,Đồ án nghiên cứu Cử nhân (CTTN Điện tử truyền thông),8(0-0-16-32),8,20,0.5
6342,6342,ET4921E,Đồ án nghiên cứu Cử nhân (CTTT ĐTVT),8(0-0-16-32),8,20,0.5
6343,6343,MSE4989E,Đồ án nghiên cứu Cử nhân (CTTT KHVL),8(0-0-16-32),8,20,0.5
6344,6344,MI4902,Đồ án nghiên cứu Cử nhân (CTTN Toán Tin),8(0-0-16-32),8,20,0.5
6345,6345,EE4922E,Đồ án nghiên cứu Cử nhân (CTTT ĐKTĐH),8(0-0-16-32),8,20,0.5
6346,6346,QT1529,Tiếng Đức 7,6(4-4-0-12),0,8,0.7
6347,6347,EE3110E,Kỹ thuật đo lường,3(3-0-1-6),3,4.5,0.6
6348,6348,EE4124E,Ổn định hệ thống điện,2(2-0-0-4),2,2,0.7
6349,6349,CH3006,Hóa lý,3(3-1-0-6),3,4,0.7
6350,6350,CH3007,Thí nghiệm Hóa lý,1(0-0-2-2),1,3,0.7
6351,6351,IT3045,Kỹ thuật lập trình an toàn,2(2-1-0-4),2,3,0.7
6352,6352,IT4025,Mật mã ứng dụng,3(3-1-0-6),3,4,0.6
6353,6353,IT4190,An toàn hệ thống,3(3-1-0-6),3,4,0.7
6354,6354,IT4263,An ninh mạng,3(2-0-2-6),3,5,0.6
6355,6355,IT4220,Quản trị an toàn thông tin và rủi ro,2(2-0-0-4),2,2,0.6
6356,6356,IT4830,Phòng chống tấn công mạng,3(2-0-1-6),3,3.5,0.6
6357,6357,IT4403,Phát triển hệ thống Web an toàn,2(2-1-0-4),2,3,0.7
6358,6358,IT4911,Đồ án môn học (Thiết kế hệ thống ATTT),3(0-0-6-12),3,6,0.7
6359,6359,IT4810,Đánh giá kiểm định an toàn hệ thống thông tin,3(2-1-1-6),3,4.5,0.7
6360,6360,IT4320,An toàn trong giao dịch điện tử,3(3-1-0-6),3,4,0.7
6361,6361,IT4450,Cơ sở pháp lý số,2(2-0-1-4),2,3.5,0.7
6362,6362,IT4570,Phát hiện lỗi và lỗ hổng bảo mật phần mềm,2(2-0-1-4),2,3.5,0.7
6363,6363,IT4580,Kỹ thuật phần mềm an toàn,2(2-0-0-4),2,2,0.7
6364,6364,IT4630,Phân tích mã độc,2(2-1-0-4),2,3,0.7
6365,6365,IT4640,Thu thập và phân tích thông tin an ninh mạng,2(2-0-1-4),2,3.5,0.7
6366,6366,IT4730,An toàn cơ sở dữ liệu,2(2-0-0-4),2,2,0.7
6367,6367,IT4840,Chuyên đề An toàn an ninh hệ thống,2(2-0-0-4),2,2,0.7
6368,6368,IT4910,Điện toán đám mây,2(2-1-0-4),2,3,0.7
6369,6369,IT5260,Đồ án tốt nghiệp kỹ sư (ATTT),12(0-0-24-24),12,30,0.5
6370,6370,TEX4074,Thực hành cắt may sản phẩm da giầy,3(0-0-6-6),3,9,0.5
6371,6371,TEX4084,Công nghệ gò ráp đế và hoàn tất giầy,2(2-0-0-4),2,2,0.7
6372,6372,FL1105,LIFE 1,3(2-2-0-6),0,4,0.6
6373,6373,FL1106,LIFE 2,3(2-2-0-6),0,4,0.6
6374,6374,FL1107,LIFE 3,3(2-2-0-6),0,4,0.6
6375,6375,FL1108,LIFE 4,3(2-2-0-6),0,4,0.6
6376,6376,CH4400,Điều khiển các quá trình công nghệ hóa học,3(3-0-1-6),3,4.5,0.7
6377,6377,ED3250,Khoa học giao tiếp,3(2-2-0-4),3,4,0.7
6378,6378,MSE4081,Công nghệ luyện kim phi cốc,2(2-0-0-4),2,2,0.7
6379,6379,CH4193,Thí nghiệm cơ sở chuyên ngành,2(0-0-4-4),2,6,0.6
6380,6380,MSE3530,Đồ án thiết kế xưởng nhiệt luyện,2(1-2-0-4),2,3,0.7
6381,6381,MSE4011,"Vật liệu kỹ thuật, lựa chọn và sử dụng",3(2-2-0-6),3,4,0.7
6382,6382,MSE4095,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.7
6383,6383,MSE4099,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
6384,6384,MSE4121,Luyện thép hợp kim,2(2-0-1-4),2,3.5,0.7
6385,6385,MSE4131,Công nghệ đúc phôi thép,2(2-0-1-4),2,3.5,0.7
6386,6386,MSE4161,Đồ án công nghệ gang thép,2(0-2-0-4),2,4,0.7
6387,6387,MSE4171,"Công nghệ luyện thép lò điện, lò thổi",2(2-0-1-4),2,3.5,0.7
6388,6388,MSE4172,Chuyên đề luyện Gang thép,2(2-0-1-4),2,3.5,0.7
6389,6389,MSE4191,Ứng dụng tin học trong công nghệ gang thép,2(2-0-0-4),2,2,0.7
6390,6390,MSE4221,Vật liệu Compozit,3(3-0-0-6),3,3,0.7
6391,6391,MSE4231,Luyện kim loại màu nhẹ,3(3-0-1-6),3,4.5,0.7
6392,6392,MSE4232,Luyện kim bột và compozit,3(3-0-1-6),3,4.5,0.7
6393,6393,MSE4241,Động học các phản ứng luyện kim,2(2-0-0-4),2,2,0.7
6394,6394,MSE4252,Đồ án thiết kế và tổng hợp vật liệu bằng phương pháp luyện kim bột,2(1-2-0-4),2,3,0.7
6395,6395,MSE4271,Vật liệu kỹ thuật điện,2(2-0-1-4),2,3.5,0.7
6396,6396,MSE4272,Luyện kim loại quý hiếm,2(2-0-0-4),2,2,0.7
6397,6397,MSE4281,Ứng dụng tin học trong luyện kim màu,2(0-2-2-4),2,5,0.7
6398,6398,MSE4283,Tái sinh kim loại màu & hợp kim,2(2-0-1-4),2,3.5,0.7
6399,6399,MSE4291,Các phương pháp phân tích kim loại,2(2-0-0-4),2,2,0.7
6400,6400,MSE4321,Kỹ thuật nấu luyện hợp kim đúc,3(2-1-1-6),3,4.5,0.7
6401,6401,MSE4411,Thiết bị cán thép hình,3(2-2-0-6),3,4,0.7
6402,6402,MSE4421,Công nghệ cán ống,3(3-0-0-6),3,3,0.7
6403,6403,MSE4422,Công nghệ cán tấm,3(3-0-1-6),3,4.5,0.7
6404,6404,MSE4451,Thiết kế xưởng cán,2(2-0-0-6),2,2,0.7
6405,6405,MSE4461,Tự động hóa quá trình cán hình,3(3-0-0-6),3,3,0.7
6406,6406,IT4074,Lý thuyết ngôn ngữ và phương pháp dịch,3(3-1-0-6),3,4,0.5
6407,6407,FL2100,Toeic NC1,4(3-3-0-8),0,6,0.7
6408,6408,FL2101,Toeic NC2,4(3-3-0-8),0,6,0.7
6409,6409,FL2102,Toeic NC3,4(3-3-0-8),0,6,0.7
